Date,[Author Year] {Qubit},DOI,Published?,Measured Lab,Notes,EJ (hGHz),EC (hGHz),EL (hGHz),fr (GHz),kappa/2pi (MHz),g/2pi (hMHz),Coherence Loc?,chi01 (hMHz),T1 (us),T2R (us),T2E (us),Fid_ro,Grounded/Floating,n_crit,n_ro,t_ro (us),Quantum Amplifier,Drive Lines,Bandaging,Cavity Type,Flux Noise Amplitude (uPhi0),Cap. Pad Material,Qubit Image,Measured Area/Perim Image,Loop area (um^2),Loop Perimeter (um),Measured JJ Area,JJ in Array area (um^2),n_JJ_in_Array,Special Name,Substrate,Superinductance,# Other Qb,Jc (uA/um^2),tan(deltaC) (x10^6)
2022/11/12,[Hyyppä 2022] A,10.1038/s41467-022-34614-w,Published,IQM,,23.3,0.318,24.9,5.826,0.43,53.5,half-flux,0.74,7.2,1.9,6.8,,floating,,,,None,"charge drive, global flux",Ion-Mill During JJ,2D,6.1,Nb,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-07_130730.png,,,,,,,Unimon,Si,Nb,Zero,,
2022/11/08,[Moskalenko 2022] S,10.1038/s41534-022-00644-x,Published,MISIS,,1.989,0.564,0.858,6.841,7.4,,half-flux,0.495,172,113,146,0.96,,,,,IMPA,"charge drive, on-chip flux",Ex-situ,2D,,Al,"Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-07_200605.png, Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-07_200903.png",,,,"Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-18_155854.png, Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-18_184055.png",0.45,114,,Si,Manhattan JJ Array,Zero,,
2022/11/08,[Moskalenko 2022] B,10.1038/s41534-022-00644-x,Published,MISIS,,2.061,0.567,0.835,7.383,7.2,,half-flux,0.272,86,76,93,0.89,,,,,IMPA,"charge drive, on-chip flux",Ex-situ,2D,,Al,"Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-07_200605.png, Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-07_200903.png",,,,"Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-18_155854.png, Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-18_184055.png",0.45,114,,Si,Manhattan JJ Array,One,,
2022/11/08,[Moskalenko 2022] A,10.1038/s41534-022-00644-x,Published,MISIS,,2.052,0.567,0.835,7.167,7.7,,half-flux,0.257,87,51,107,0.87,,,,,IMPA,"charge drive, on-chip flux",Ex-situ,2D,,Al,"Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-07_200605.png, Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-07_200903.png",,,,"Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-18_155854.png, Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-18_184055.png",0.45,114,,Si,Manhattan JJ Array,One,,
2022/06/28,[Bao 2022] B,10.1103/PhysRevLett.129.010502,Published,Alibaba,,2.086,1.572,0.537,6.753,,,half-flux,0.4,57,,17,0.77,floating,,,1,None,"charge drive, on-chip flux",None,2D,,Al,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-01_160907.png,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_173933.png,1399,279,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-18_152639.png,0.39,100,,Si,Manhattan JJ Array,One,,
2022/06/28,[Bao 2022] A,10.1103/PhysRevLett.129.010502,Published,Alibaba,,2.257,1.398,0.523,6.696,14.29,,half-flux,0.63,80,,30,0.88,floating,,,1.5,None,"charge drive, on-chip flux",None,2D,,Al,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-01_160907.png,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_173933.png,1399,279,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-18_152639.png,0.39,100,,Si,Manhattan JJ Array,One,,
2022/04/15,[Xiong 2022] B,10.1103/PhysRevResearch.4.023040,Published,UMD,,3.87,1.069,0.771,,,,half-flux,,116,13,20,,floating,,,,JTWPA,global flux,,3D,,,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-07_192651.png,,,,,,,,,Dolan JJ Array,One,,
2022/04/15,[Xiong 2022] A,10.1103/PhysRevResearch.4.023040,Published,UMD,,5.263,1.051,0.753,,,,half-flux,,158,10,14,,floating,,,,JTWPA,global flux,,3D,,,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-07_192651.png,,,,,,,,,Dolan JJ Array,One,,
2022/02/02,[Gusenkova 2022],10.1063/5.0075909,Published,Gran Sasso,Gradiometric measured area is taken as total loop. Revisit to clarify which length scale matters for flux noise amplitude.,5.1,5.7,0.95,7.445,,,half-flux,-7.8,10,0.59,5.3,,floating,,,,,global flux,,Antenna,,GrAl,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-07_185447.png,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_204135.png,5120,328,,,,gradiometric fluxonium,Sapphire,GrAl,One,,
2021/11/24,[Peruzzo 2021] F,10.1103/PRXQuantum.2.040341,Published,IST,"also reports coupling constants g, but has both capacitive and inductive, which isn’t well captured in this database",1.99,3.4,0.215,,,,half-flux,,2.25,,2,,,,,,,,,2D,646,Al,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-07_160543.png,,200000,20000,,,,rf-SQUID qubit (rather than fluxonium space),Si,Al,Zero,,
2021/11/24,[Peruzzo 2021] E,10.1103/PRXQuantum.2.040341,Published,IST,"also reports coupling constants g, but has both capacitive and inductive, which isn’t well captured in this database",4.89,2.97,0.205,,,,half-flux,,9.62,,6,,,,,,,,,2D,673,Al,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-07_160543.png,,200000,20000,,,,rf-SQUID qubit (rather than fluxonium space),Si,Al,Zero,,
2021/11/24,[Peruzzo 2021] D,10.1103/PRXQuantum.2.040341,Published,IST,"also reports coupling constants g, but has both capacitive and inductive, which isn’t well captured in this database",3.05,3.83,0.62,,,,half-flux,,1.81,,,,,,,,,,,2D,787,Al,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-07_160543.png,,118400,11840,,,,rf-SQUID qubit (rather than fluxonium space),Si,Al,Zero,,
2021/11/24,[Peruzzo 2021] C,10.1103/PRXQuantum.2.040341,Published,IST,"also reports coupling constants g, but has both capacitive and inductive, which isn’t well captured in this database",5.41,3.25,0.619,,,,half-flux,,3.29,,,,,,,,,,,2D,338,Al,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-07_160543.png,,118400,11840,,,,rf-SQUID qubit (rather than fluxonium space),Si,Al,Zero,,
2021/11/24,[Peruzzo 2021] B,10.1103/PRXQuantum.2.040341,Published,IST,"also reports coupling constants g, but has both capacitive and inductive, which isn’t well captured in this database",5.92,3.15,0.62,,,,half-flux,,2.38,,,,,,,,,,,2D,317,Al,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-07_160543.png,,118400,11840,,,,rf-SQUID qubit (rather than fluxonium space),Si,Al,Zero,,
2021/11/24,[Peruzzo 2021] G,10.1103/PRXQuantum.2.040341,Published,IST,"also reports coupling constants g, but has both capacitive and inductive, which isn’t well captured in this database",3.15,0.5,0.78,,,,,,,,,,,,,,,,,3D,,Al,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-07_160532.png,,112000,11200,,,,rf-SQUID qubit (rather than fluxonium space),Si,Al,Zero,,
2021/11/24,[Peruzzo 2021] H,10.1103/PRXQuantum.2.040341,Published,IST,"also reports coupling constants g, but has both capacitive and inductive, which isn’t well captured in this database",9,0.54,10.7,,,,,,,,,,,,,,,,,3D,,Al,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-07_160532.png,,40000,4000,,,,rf-SQUID qubit (rather than fluxonium space),Si,Al,Zero,,
2021/11/24,[Peruzzo 2021] A,10.1103/PRXQuantum.2.040341,Published,IST,"also reports coupling constants g, but has both capacitive and inductive, which isn’t well captured in this database. loop area is estimated as 40*40um^2 * Nturns. Loop perimeter is estimated as 4*40um * Nturns",8.55,2.75,0.618,,,,half-flux,,1.5,,,,,,,,,,,2D,,Al,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-07_160543.png,,118400,11840,,,,rf-SQUID qubit (rather than fluxonium space),Si,Al,Zero,,
2021/11/04,[Cottet 2021],10.1038/s41467-021-26686-x,Published,UMD,"no resonator! tilted image, so areas and perimeter are rough approximations",2,1.2,0.62,,,,half-flux,,52,,52,,floating,,,,None,global flux,,3D Waveguide,,,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-07_153927.png,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_203156.png,111,51,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-18_155647.png,0.73,,,,Dolan JJ Array,Zero,,
2021/09/02,[Liu 2021],10.48550/arXiv.2109.00994,arXiv,USTC,Operates at 0 flux sweet spot,4.5,0.7,2.2,,,,0-flux,,32.5,16.3,,,grounded,,,,,,,2D,,,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-07_132142.png,,,,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-18_155502.png,0.52,37,Plasmonium,,Dolan JJ Array,One,,
2021/06/11,[Gusenkova 2021] phi2,10.1103/PhysRevApplied.15.064030,Published,KIT,tunable JJ. Chi changes with large numbers of photons in resonator,5.6,0.281,0.708,7.244,1.16,,half-flux (tunable Ej),0.7,,,,,floating,,,,DJJAA,global flux,None,Antenna,,GrAl,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_084248%201.png,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_210215%201.png,4231,389,,,,,Sapphire,GrAl,Zero,,
2021/06/11,[Takmakov 2021],10.1103/PhysRevApplied.15.064029,Published,KIT,Note that the qubit is operated off the sweet spot (0.542) to optimize pointe state separation,7.1,2.8,0.71,7.247,1.1,,non-half-integer,,20,,,0.98,,,56,0.432,DJJAA,,,,,,,,,,,,,,,GrAl,,,
2021/06/11,[Gusenkova 2021] phi1,10.1103/PhysRevApplied.15.064030,Published,KIT,tunable JJ,7.1,0.281,0.708,7.244,1.16,,,,,,,,floating,8000,74,,DJJAA,global flux,None,Antenna,,GrAl,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_084248%202.png,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_210215%202.png,4231,389,,,,,Sapphire,GrAl,Zero,,
2021/05/03,[Ficheux 2021] B,10.1103/PhysRevX.11.021026,Published,UMD,,5.899,0.973,0.457,7.4806,,,half-flux,,282,25.4,64,,floating,,,,JTWPA,global flux,None,3D,,Al,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2024-12-31_215306.png,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_172424.png,331,131,,,206,,Si,Dolan JJ Array,One,,
2021/05/03,[Ficheux 2021] A,10.1103/PhysRevX.11.021026,Published,UMD,,5.899,0.973,0.457,7.4806,,,half-flux,,347,5.6,31,,floating,,,,JTWPA,global flux,None,3D,,Al,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2024-12-31_215306.png,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_172424.png,331,131,,,310,,Si,Dolan JJ Array,One,,
2021/01/15,[Zhang 2021],10.1103/PhysRevX.11.011010,Published,SchusterLab (Chicago),"Readout fidelity would be much lower, but uses 1-2 pi pulse to readout using chi02 instead. T2E uses 3 pi pulses",3.395,0.479,0.132,5.7,9.5,,half-flux,0.06,300,,300,0.5,grounded,,,,None,on-chip flux,None,2D,,Nb,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/heavy-fluxonium.png,,,,,,300,,Sapphire,Dolan JJ Array,Zero,,
2020/12/14,[Pita-Vidal 2020] B,10.1103/PhysRevApplied.14.064038,Published,Delft,Ej is tunable by an applied electric field. Design appears to be gradiometric fluxonium — two inductors in parallel.,,1.75,1.1,,,,,,,,,,grounded,,,,,"charge drive, on-chip flux",,Antenna,,NbTiN,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-07_145349.png,,,,,,,,,NbTiN,Zero,,
2020/12/14,[Pita-Vidal 2020] A,10.1103/PhysRevApplied.14.064038,Published,Delft,Ej is tunable by an applied electric field. Design appears to be gradiometric fluxonium — two inductors in parallel.,,2.35,0.7,,,,,,,,,,grounded,,,,,"charge drive, on-chip flux",,Antenna,,NbTiN,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-07_145349.png,,,,,,,,,NbTiN,Zero,,
2020/11/16,[Mundada 2020],10.1103/PhysRevApplied.14.054033,Published,Princeton,"Paper has floquet driving, but the best coherence is at half flux without driving. Made assumptions about the details of the fab based on Houck lab.",2.65,1.17,0.54,,,,half-flux,,162,76,,,,,,,None,"global flux, on-chip flux",Ion-Mill During JJ,2D,,,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-07_135155.png,,,,,,,,Sapphire,Dolan JJ Array,Zero,,
2020/09/17,[Pechenezhskiy 2020],10.1038/s41586-020-2687-9,Published,UMD,"Inductively coupled readout. “Up to 460 nJJ,” maybe not exactly that many. Not clear which photo corresponds to the device.",4.7,7.07,0.0665,,,,half-flux,,11,,21.4,,floating,,,,,global flux,None,Antenna,,Al,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-01_152733.png,,,,,,460,Blochnium,Si,Dolan JJ Array,Zero,,
2020/06/23,[Gebauer 2020],10.1063/5.0011721,Published,KIT,"Readout fidelity is actually the reset fidelity, though using readout plus pi pulse.",,,,,,,0-flux,,80,,,0.994,,,,,DJJAA,,,,,,,,,,,,,,,,,,
2020/06/07,[Yan 2020] K,10.48550/arXiv.2006.04130,arXiv,MIT,,13.41,0.969,11.8,,,,half-flux,,30,,20,,floating,,,,,,,,,,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-06_161019.png,,,,,,16,Quarton,,,,,
2020/06/07,[Yan 2020] J,10.48550/arXiv.2006.04130,arXiv,MIT,,6.95,0.969,7.58,,,,half-flux,,30,,,,floating,,,,,,,,,,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-06_161019.png,,,,,,16,Quarton,,,,,
2020/06/07,[Yan 2020] I,10.48550/arXiv.2006.04130,arXiv,MIT,,6.95,0.969,5.841,,,,half-flux,,50.6,,110,,floating,,,,,,,,,,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-06_161019.png,,,,,,16,Quarton,,,,,
2020/06/07,[Yan 2020] H,10.48550/arXiv.2006.04130,arXiv,MIT,,19.87,0.969,19.87,,,,half-flux,,23,,15,,floating,,,,,,,,,,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-06_161019.png,,,,,,8,Quarton,,,,,
2020/06/07,[Yan 2020] G,10.48550/arXiv.2006.04130,arXiv,MIT,,19.87,0.969,19.47,,,,half-flux,,10,,7,,floating,,,,,,,,,,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-06_161019.png,,,,,,8,Quarton,,,,,
2020/06/07,[Yan 2020] F,10.48550/arXiv.2006.04130,arXiv,MIT,,19.87,0.969,18.48,,,,half-flux,,,,,,floating,,,,,,,,,,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-06_161019.png,,,,,,8,Quarton,,,,,
2020/06/07,[Yan 2020] E,10.48550/arXiv.2006.04130,arXiv,MIT,,8.94,0.646,8.31,,,,half-flux,,50,,12,,floating,,,,,,,,,,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-06_161019.png,,,,,,8,Quarton,,,,,
2020/06/07,[Yan 2020] D,10.48550/arXiv.2006.04130,arXiv,MIT,,8.94,0.646,8.23,,,,half-flux,,20,,,,floating,,,,,,,,,,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-06_161019.png,,,,,,8,Quarton,,,,,
2020/06/07,[Yan 2020] C,10.48550/arXiv.2006.04130,arXiv,MIT,,10.43,0.646,9.6,,,,half-flux,,82.9,,100,,floating,,,,,,,,,,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-06_161019.png,,,,,,8,Quarton,,,,,
2020/06/07,[Yan 2020] B,10.48550/arXiv.2006.04130,arXiv,MIT,,10.43,0.646,9.91,,,,half-flux,,23,,,,floating,,,,,,,,,,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-06_161019.png,,,,,,8,Quarton,,,,,
2020/06/07,[Yan 2020] A,10.48550/arXiv.2006.04130,arXiv,MIT,,10.43,0.969,9.6,,,,half-flux,,43.1,,70,,floating,,,,,,,,,,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-06_161019.png,,,,,,8,Quarton,,,,,
2019/11/25,[Nguyen 2019] G,10.1103/PhysRevX.9.041041,Published,UMD,"Tilted JJ image, area might be inaccurate/underestimating. Looks like image is of device C",1.65,1.14,0.19,7.5,15,40,half-flux,0.03,110,,140,,floating,,,,None,global flux,None,3D,,Al,"Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2024-12-31_150450.png, Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2024-12-31_150854.png",,,,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-18_152454.png,0.87,100,,Si,Dolan JJ Array,Zero,,
2019/11/25,[Nguyen 2019] F,10.1103/PhysRevX.9.041041,Published,UMD,"Tilted JJ image, area might be inaccurate/underestimating. Looks like image is of device C",3.4,0.8,0.41,7.5,15,70,half-flux,0.28,270,,165,,floating,,,,None,global flux,None,3D,,Al,"Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2024-12-31_150450.png, Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2024-12-31_150854.png",Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-08_164617.png,552,157,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-18_152454.png,0.87,196,,Si,Dolan JJ Array,Zero,,
2019/11/25,[Nguyen 2019] E,10.1103/PhysRevX.9.041041,Published,UMD,"Tilted JJ image, area might be inaccurate/underestimating. Looks like image is of device C",1.6,0.86,0.5,7.5,15,70,half-flux,0.05,108,,140,,floating,,,,None,global flux,None,3D,,Al,"Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2024-12-31_150450.png, Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2024-12-31_150854.png",,,,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-18_152454.png,0.87,102,,Si,Dolan JJ Array,Zero,,
2019/11/25,[Nguyen 2019] I,10.1103/PhysRevX.9.041041,Published,UMD,"Tilted JJ image, area might be inaccurate/underestimating. Looks like image is of device C",3.43,1,0.58,7.5,4,40,half-flux,0.08,500,,510,,floating,,,,None,global flux,None,3D,,Al,"Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2024-12-31_150450.png, Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2024-12-31_150854.png",,,,Fluxonium%20Qubits%20122b0deae41080ff93c9df95db61e38e/Screenshot_2025-01-18_152454.png,0.87,400,,Si,Dolan JJ Array,Zero,,
